,Air Fry,Convection,Griddle,Self Clean,Smart enabled,Steam Clean,WiFi
12549,0,0,1,0,0,0,1
12550,1,0,1,0,1,0,0
12551,1,0,1,1,1,1,0
12552,1,0,1,0,1,1,1
12553,0,0,1,0,1,0,0
12554,1,0,0,0,0,0,0
12555,1,0,0,1,0,0,0
12556,1,0,1,1,0,0,1
12557,0,0,0,1,0,0,1
12558,0,1,1,1,1,1,0
12559,1,1,1,1,1,1,0
12560,0,1,1,1,1,0,0
12561,1,1,1,0,0,1,0
12562,0,1,0,0,0,1,0
12563,1,1,0,1,1,0,1
12564,1,1,0,0,0,0,1
12565,0,0,0,1,1,0,0
12566,1,0,1,0,0,0,0
12567,1,1,0,0,0,0,0
12568,0,0,0,1,0,1,0
12569,0,0,0,1,0,1,0
12570,1,1,1,0,0,1,0
12571,0,1,0,1,1,1,1
12572,0,0,1,0,0,1,1
12573,1,1,1,1,1,1,1
12574,1,1,1,1,0,1,1
12575,0,1,1,1,0,1,1
12576,1,0,1,0,0,0,0
12577,1,0,0,1,1,0,1
12578,0,1,0,1,1,0,0
12579,1,0,0,1,1,0,0
12580,0,0,0,1,1,1,1
12581,0,0,0,0,0,0,1
12582,0,0,1,0,0,1,1
12583,1,1,0,1,0,0,1
12584,0,0,0,0,0,0,1
12585,1,0,0,0,0,1,0
12586,0,1,1,0,1,1,0
12587,1,0,1,0,1,0,0
12588,1,1,1,1,1,1,1
12589,1,1,1,1,1,1,1
12590,1,1,0,0,0,0,0
12591,0,1,0,0,0,0,0
12592,0,0,1,0,1,1,0
12593,1,0,1,0,1,1,0
12594,1,1,0,0,1,1,1
12595,1,0,1,1,1,0,0
12596,1,0,1,1,1,0,1
12597,0,0,0,1,1,1,0
12598,0,0,1,1,0,0,1
12599,0,1,0,1,1,1,0
12600,1,1,1,1,1,1,1
12601,0,1,0,1,0,0,0
12602,1,0,0,1,1,0,1
12603,1,0,1,0,0,1,1
12604,0,0,1,0,0,1,1
12605,0,1,0,0,0,1,0
12606,1,1,0,0,1,1,0
12607,0,0,0,1,1,1,1
12608,1,0,0,1,0,0,0
12609,1,1,1,0,0,1,1
12610,0,1,0,0,1,1,1
12611,1,0,1,1,0,1,0
12612,1,0,1,1,1,1,1
12613,0,1,0,0,1,0,0
12614,0,1,1,1,1,1,1
12615,0,0,1,1,0,1,1
12616,0,0,1,1,1,1,1
12617,0,0,1,1,0,0,0
12618,0,0,1,0,0,0,1
12619,1,0,1,0,0,1,0
12620,1,1,1,1,1,0,0
12621,0,0,1,1,1,1,1
12622,1,0,1,0,1,1,0
12623,1,0,1,1,0,1,1
12624,0,0,0,0,1,1,1
12625,1,0,1,1,1,0,1
12626,0,0,0,1,0,0,0
12627,0,1,0,0,0,0,1
12628,1,1,0,0,1,0,0
12629,0,1,0,1,1,1,0
12630,0,1,1,1,0,1,0
12631,0,1,0,1,1,1,0
12632,0,1,0,1,1,1,0
12633,1,1,0,0,1,0,0
12634,1,0,1,0,1,0,1
12635,0,1,0,0,1,0,0
12636,0,0,0,1,0,1,1
12637,0,0,0,0,0,1,1
12638,0,1,0,0,1,1,1
12639,1,0,0,1,1,1,1
12640,1,1,1,1,1,1,1
12641,1,1,1,1,1,0,1
12642,0,1,1,1,1,1,1
12643,0,0,1,1,0,0,1
12644,0,1,1,1,1,1,0
12645,0,0,1,1,0,1,0
12646,0,0,0,1,1,1,0
12647,0,0,1,1,0,1,0
12648,1,1,0,1,1,0,0
12649,1,1,1,0,0,1,1
12650,1,1,0,1,1,1,1
12651,1,1,1,1,1,1,1
12652,0,1,0,0,0,0,0
12653,1,1,1,0,1,0,0
12654,0,1,1,0,1,1,1
12655,1,0,1,1,1,0,1
12656,1,0,1,0,0,0,0
12657,1,0,1,0,1,1,0
12658,0,0,1,0,0,1,0
12659,1,0,0,1,1,0,0
12660,0,0,0,1,1,1,1
12661,1,0,0,1,0,0,1
12662,1,1,0,0,0,0,1
12663,0,1,0,0,0,1,1
12664,1,1,0,0,0,1,1
12665,1,1,1,1,0,1,1
12666,1,0,0,0,0,1,0
12667,1,0,1,0,1,0,0
12668,0,1,1,0,0,1,1
12669,0,0,1,0,1,1,1
12670,0,1,0,1,1,0,0
12671,1,0,1,1,1,1,1
12672,0,1,1,1,1,1,1
12673,1,0,1,0,0,0,0
12674,1,1,0,0,0,1,0
12675,0,1,0,0,0,1,1
12676,1,0,0,0,1,1,1
12677,1,0,0,0,0,0,0
12678,1,1,0,1,0,1,0
12679,1,1,0,1,1,1,1
12680,0,0,0,1,1,1,1
12681,1,1,0,1,1,0,1
12682,1,1,1,1,1,1,1
12683,1,1,0,1,0,0,0
12684,0,0,1,0,0,1,1
12685,1,1,1,0,0,1,1
12686,0,0,0,1,0,0,0
12687,1,1,1,0,1,1,1
12688,0,0,1,0,0,0,1
12689,1,1,0,0,0,0,1
12690,0,0,0,1,1,1,1
12691,0,0,1,1,0,0,0
12692,1,1,0,1,1,1,1
12693,0,1,1,0,0,0,1
12694,0,1,0,0,1,0,1
12695,1,1,0,0,1,1,1
12696,1,1,0,1,0,1,0
12697,0,0,1,0,0,0,0
12698,1,1,0,1,0,1,0
12699,1,1,1,1,0,1,0
12700,1,0,1,1,0,0,0
12701,1,1,0,0,1,0,1
12702,0,1,0,0,0,0,0
12703,0,1,0,0,1,1,1
12704,1,0,0,1,1,1,1
12705,1,0,1,0,0,0,1
12706,1,1,1,0,0,1,0
12707,1,0,1,1,1,0,0
12708,1,0,0,1,1,0,1
12709,1,0,1,0,1,0,1
12710,0,0,1,0,1,0,0
12711,1,0,0,0,1,0,0
12712,1,1,0,1,1,0,0
12713,1,0,1,0,0,1,0
12714,0,1,0,1,0,1,1
12715,1,1,0,1,1,0,0
12716,1,0,0,0,1,0,0
12717,0,1,0,0,1,1,1
12718,1,1,0,0,1,1,0
12719,1,0,1,1,1,1,0
12720,1,1,0,0,0,0,1
12721,1,1,1,0,1,0,0
12722,0,0,1,1,1,0,1
12723,1,1,0,0,0,0,0
12724,1,1,1,1,1,1,1
12725,1,1,1,0,1,1,0
12726,1,0,0,1,0,1,0
12727,1,0,0,1,1,0,1
12728,0,0,0,0,1,1,1
12729,1,1,0,1,0,1,0
12730,0,1,1,1,0,0,0
12731,1,1,1,1,1,0,1
12732,1,0,0,1,0,0,0
12733,0,1,0,0,1,0,0
12734,1,1,0,1,1,0,1
12735,1,1,1,0,1,1,1
12736,0,1,1,1,0,0,0
12737,0,0,0,1,1,1,0
12738,1,0,0,0,0,0,1
12739,1,0,0,0,1,1,1
12740,1,1,1,1,1,1,1
12741,0,0,0,1,1,1,1
12742,0,0,0,0,1,1,1
12743,0,0,0,1,1,0,1
12744,1,1,0,1,1,0,1
12745,0,1,0,1,1,0,1
12746,1,1,0,0,0,0,0
12747,0,1,1,0,1,0,0
12748,0,1,0,1,1,1,0
12749,1,1,1,1,1,1,1
12750,1,0,1,1,0,0,1
12751,1,1,1,1,1,1,1
12752,0,0,0,0,1,1,0
12753,0,0,0,1,0,0,1
12754,1,1,0,0,1,1,0
12755,1,0,1,0,1,0,0
12756,0,0,0,0,0,1,0
12757,0,1,0,0,0,0,0
12758,0,0,1,1,1,0,1
12759,1,0,1,0,1,1,0
12760,1,1,0,0,0,1,0
12761,1,0,0,0,1,0,0
12762,1,0,1,0,0,0,0
12763,1,1,1,1,1,1,1
12764,1,1,1,0,1,0,1
12765,0,0,0,0,1,0,0
12766,1,1,1,1,0,0,0
12767,0,1,0,1,1,0,1
12768,1,1,0,1,0,1,0
12769,0,0,1,0,0,1,0
12770,1,1,1,1,1,1,1
12771,0,0,1,1,0,0,0
12772,1,1,1,0,0,0,0
12773,1,1,1,0,0,1,0
12774,1,0,1,1,1,0,1
12775,1,1,1,0,0,1,1
12776,0,0,1,0,1,0,1
12777,1,1,1,1,1,1,1
12778,0,0,1,1,1,0,0
12779,0,0,0,0,1,0,0
12780,0,0,0,1,1,1,0
12781,0,1,1,0,1,0,0
12782,1,1,0,1,1,1,0
12783,0,1,0,1,1,0,0
12784,1,0,0,1,1,1,0
12785,0,0,1,1,1,0,0
12786,0,1,1,0,0,1,1
12787,1,1,0,1,1,1,1
12788,0,1,0,1,1,1,1
12789,1,1,0,0,1,0,1
12790,1,1,1,1,1,1,1
12791,0,0,0,1,0,0,1
12792,1,1,1,1,1,1,1
12793,0,1,0,0,0,0,0
12794,1,0,1,0,0,0,1
12795,1,1,1,1,0,1,1
12796,0,0,1,1,1,1,0
12797,1,0,1,1,0,0,0
12798,0,0,1,0,1,1,1
12799,0,1,0,1,1,0,1
12800,1,1,1,1,1,1,0
12801,0,1,1,1,1,0,1
12802,1,0,0,0,0,1,0
12803,1,0,1,1,0,0,0
12804,1,1,1,0,0,1,0
12805,0,0,0,0,1,0,1
12806,1,1,1,0,0,0,1
12807,1,1,1,1,1,1,1
12808,0,0,0,0,1,0,1
12809,0,1,0,1,1,0,0
12810,1,0,0,0,0,0,1
12811,1,0,1,0,0,0,0
12812,1,1,1,1,1,0,0
12813,1,1,1,1,1,0,1
12814,0,0,1,1,1,1,1
12815,0,0,0,0,1,1,0
12816,1,1,0,0,1,0,0
12817,1,1,0,1,1,0,1
12818,0,0,0,0,1,0,0
12819,1,1,0,1,1,1,1
12820,0,0,0,1,1,0,0
12821,1,0,1,0,0,0,1
12822,1,1,0,1,1,0,0
12823,0,1,1,1,0,1,1
12824,1,0,0,1,0,1,0
12825,1,1,0,0,0,0,1
12826,1,0,0,1,0,0,0
12827,0,1,1,0,0,1,0
12828,0,0,0,1,0,1,0
12829,1,1,1,1,1,1,1
12830,0,1,0,1,0,1,1
12831,1,0,0,0,0,0,0
12832,0,0,0,1,1,1,0
12833,0,0,0,0,1,0,1
12834,0,0,1,0,0,0,0
12835,0,1,1,0,0,1,1
12836,1,1,1,1,0,0,1
12837,1,1,1,1,1,1,1
12838,0,1,1,1,1,0,1
12839,0,1,0,1,1,1,1
12840,1,1,1,1,1,0,1
12841,0,1,1,1,1,1,0
12842,0,1,1,0,0,1,0
12843,1,1,0,1,0,1,0
12844,0,1,1,0,0,0,0
12845,0,0,0,0,1,0,1
12846,1,0,0,0,0,0,1
12847,1,0,1,1,1,1,0
12848,1,0,0,1,1,0,0
12849,0,0,0,1,1,1,1
12850,0,0,1,0,0,0,0
12851,0,0,1,1,0,1,0
12852,1,1,1,0,0,1,0
12853,1,1,1,0,0,0,1
12854,1,1,0,0,0,0,1
12855,0,0,0,0,0,1,1
12856,0,0,1,0,0,0,0
12857,1,1,1,0,0,0,1
12858,1,0,1,1,1,0,0
12859,1,0,0,1,0,0,0
12860,0,0,0,0,1,0,1
12861,1,1,0,0,0,0,0
12862,0,0,1,1,0,1,1
12863,0,0,0,0,0,1,1
12864,1,1,1,0,0,1,1
12865,0,0,0,0,0,0,1
12866,1,1,1,1,1,0,1
12867,1,1,1,0,1,0,1
12868,1,1,1,1,0,0,1
12869,1,1,0,0,1,1,1
12870,1,0,0,0,1,0,0
12871,1,0,1,0,0,0,0
12872,0,0,0,0,1,1,1
12873,1,0,0,0,1,1,0
12874,0,1,1,1,0,1,1
12875,1,0,1,0,0,0,0
12876,0,0,0,1,0,1,0
12877,1,0,0,0,0,0,1
12878,0,0,1,1,1,0,1
12879,1,1,1,1,1,1,1
12880,0,1,0,0,0,0,1
12881,0,1,1,1,0,0,1
12882,0,0,0,1,0,0,1
12883,1,1,1,1,0,0,0
12884,1,1,1,0,1,1,0
12885,1,1,1,1,1,1,1
12886,0,1,0,1,1,0,1
12887,0,1,1,0,0,0,0
12888,1,1,1,1,1,0,1
12889,1,1,1,1,1,0,0
12890,0,1,1,1,1,0,1
12891,0,0,0,1,0,1,1
12892,0,0,0,1,1,1,1
12893,0,1,0,0,0,1,0
12894,0,1,1,1,1,1,1
12895,0,0,0,1,1,1,0
12896,1,1,1,1,1,0,1
12897,1,0,1,1,0,0,1
12898,1,0,0,1,0,0,0
12899,0,1,0,0,1,0,1
12900,1,1,1,1,1,1,1
12901,1,0,0,0,0,0,0
12902,1,0,0,0,0,0,0
12903,1,0,0,0,0,1,1
12904,0,0,1,0,1,1,1
12905,1,0,0,1,0,1,0
12906,0,1,1,0,0,1,0
12907,0,1,1,1,0,0,1
12908,0,0,0,0,0,1,1
12909,1,1,1,1,0,1,0
12910,0,1,0,1,1,1,1
12911,1,0,1,1,0,1,0
12912,1,1,1,1,1,1,1
12913,1,1,0,0,0,0,0
12914,1,0,0,0,1,1,1
12915,0,1,0,1,1,1,1
12916,1,1,1,1,0,1,1
12917,0,0,0,0,0,0,1
12918,1,1,1,1,0,0,1
12919,0,1,1,0,1,1,1
12920,1,0,0,1,1,1,0
12921,0,1,1,1,0,0,0
12922,0,0,0,0,1,1,1
12923,1,0,1,1,0,1,1
12924,1,1,1,1,0,1,0
12925,1,1,1,1,0,0,1
12926,0,0,1,0,1,0,0
12927,1,1,1,1,1,1,1
12928,0,0,0,0,0,1,0
12929,1,1,0,1,1,1,1
12930,1,0,1,1,1,0,1
12931,1,0,1,0,1,1,1
12932,1,1,0,0,0,0,1
12933,0,0,1,1,1,1,1
12934,1,1,1,1,1,1,1
12935,1,1,0,1,1,0,1
12936,1,1,1,1,1,1,1
12937,0,1,1,1,0,1,1
12938,0,0,1,0,0,0,1
12939,0,0,0,0,0,1,1
12940,0,0,1,1,0,1,1
12941,0,0,1,0,0,0,0
12942,1,1,0,1,0,0,1
12943,0,0,1,1,1,1,0
12944,1,1,1,0,0,1,0
12945,1,1,1,0,0,1,1
12946,1,0,0,0,0,0,0
12947,0,0,0,0,0,1,1
12948,0,1,1,0,0,1,1
12949,0,0,0,0,1,1,0
12950,1,1,1,0,0,1,0
12951,1,0,0,0,1,0,0
12952,0,0,1,0,0,1,1
12953,0,0,0,1,1,0,0
12954,1,1,1,1,1,1,1
12955,1,1,1,0,1,0,0
12956,1,0,1,1,1,1,1
12957,1,1,0,1,0,0,0
12958,0,0,0,1,0,0,0
12959,1,1,0,1,1,0,1
12960,0,0,1,1,0,0,0
12961,0,1,0,1,0,0,0
12962,0,1,0,1,1,1,0
12963,1,1,1,1,1,1,1
12964,1,0,0,0,1,0,0
12965,0,0,1,1,0,0,1
12966,0,1,1,1,1,1,0
12967,0,0,0,1,1,0,0
12968,1,1,1,1,1,1,1
12969,0,1,1,0,1,0,0
12970,1,0,0,0,0,0,0
12971,0,1,1,1,0,0,0
12972,1,1,1,0,0,0,0
12973,0,1,0,0,1,1,0
12974,1,1,1,1,0,1,0
12975,0,1,0,0,0,1,0
12976,1,0,0,1,0,0,0
12977,0,1,1,0,0,0,1
12978,0,1,0,0,0,0,0
12979,0,1,1,0,0,0,0
12980,0,0,1,0,0,0,0
12981,0,1,0,0,0,1,0
12982,1,0,0,0,0,1,1
12983,0,1,0,0,1,0,0
12984,0,1,1,0,1,1,1
12985,0,0,0,0,0,1,0
12986,1,0,1,1,0,1,0
12987,0,1,0,0,0,1,0
12988,0,1,1,0,1,1,0
12989,1,0,1,1,0,0,0
12990,0,1,0,0,0,1,1
12991,1,0,1,1,1,0,1
12992,1,1,0,0,0,0,1
12993,1,1,0,1,0,1,1
12994,1,0,0,0,1,0,0
12995,1,1,1,1,1,1,1
12996,1,0,0,0,0,1,0
12997,0,0,0,1,0,0,1
12998,0,1,1,1,0,0,1
12999,1,0,0,0,0,1,0
13000,1,0,0,0,1,1,0
13001,0,1,1,0,0,0,0
13002,1,0,0,0,0,0,1
13003,0,1,0,0,1,1,0
13004,1,0,1,1,1,1,1
13005,1,1,1,1,0,1,1
13006,0,1,1,1,1,1,0
13007,1,1,0,0,1,1,1
13008,0,1,0,0,1,1,1
13009,1,0,1,0,0,0,0
13010,0,1,0,0,1,0,1
13011,1,1,0,1,1,1,0
13012,1,0,0,0,0,1,0
13013,1,1,1,0,0,1,1
13014,1,1,1,1,1,1,1
13015,1,0,1,0,0,0,1
13016,1,0,1,1,0,0,0
13017,1,1,1,1,1,1,1
13018,1,1,1,1,0,1,0
13019,0,0,0,1,1,0,0
13020,1,1,1,1,1,1,1
13021,0,0,0,1,0,1,0
13022,1,1,0,1,1,1,0
13023,1,0,0,0,1,1,1
13024,1,1,1,1,1,1,1
13025,0,1,0,1,1,0,1
13026,1,0,1,0,0,0,0
13027,0,1,1,0,0,0,1
13028,1,1,1,1,1,1,1
13029,1,1,0,0,0,0,0
13030,0,0,0,0,0,1,1
13031,0,1,0,0,0,1,1
13032,1,1,1,1,0,1,1
13033,1,0,1,1,0,0,1
13034,0,0,1,1,1,0,0
13035,1,0,0,0,1,0,1
13036,1,0,0,0,1,0,1
13037,1,0,1,1,1,1,1
13038,1,1,1,1,0,1,1
13039,0,0,0,0,0,0,1
13040,0,1,0,1,0,1,1
13041,0,1,0,1,0,1,1
13042,0,1,0,1,1,1,1
13043,0,1,1,0,1,1,0
13044,0,0,1,0,0,0,1
13045,0,1,0,1,1,1,0
13046,0,1,0,1,0,0,1
13047,0,1,0,0,1,1,0
13048,1,0,1,1,1,0,1
13049,1,1,1,1,1,0,0
13050,1,1,0,0,1,0,0
13051,1,1,1,1,1,0,1
13052,1,0,0,0,0,1,1
13053,0,0,1,0,1,0,0
13054,1,0,0,1,0,0,0
13055,0,0,1,0,0,0,1
13056,0,0,1,0,1,0,1
13057,0,1,0,1,0,0,1
13058,0,0,1,0,1,0,0
13059,1,0,0,1,0,1,0
13060,0,0,0,1,1,0,1
13061,1,1,0,1,0,1,0
13062,0,0,0,1,1,1,0
13063,1,1,1,1,0,0,1
13064,0,0,1,0,0,0,1
13065,0,1,1,0,1,1,0
13066,0,0,1,1,1,1,1
13067,1,1,1,1,1,1,0
13068,1,1,1,0,1,0,0
13069,0,0,1,1,1,0,0
13070,1,1,0,0,1,0,0
13071,1,1,1,0,1,1,0
13072,1,1,1,0,1,1,1
13073,0,1,0,1,1,1,1
13074,1,0,0,0,0,0,1
13075,0,0,1,0,0,0,0
13076,1,1,1,1,0,1,1
13077,0,1,0,1,1,0,1
13078,0,0,0,0,0,0,1
13079,0,1,1,0,1,0,0
13080,1,1,1,1,1,1,0
13081,1,0,0,0,1,0,1
13082,1,1,1,0,0,0,1
13083,1,1,1,0,1,0,1
13084,0,1,1,1,1,1,1
13085,0,1,1,0,1,0,0
13086,0,1,1,0,1,1,0
13087,1,0,0,0,1,0,1
13088,0,1,1,1,1,1,1
13089,1,0,0,0,1,0,0
13090,1,0,0,0,1,0,0
13091,0,0,1,0,1,1,1
13092,1,1,1,1,0,1,1
13093,1,0,1,0,0,1,1
13094,0,1,1,1,0,1,0
13095,1,1,1,1,1,1,1
13096,0,1,0,1,1,1,0
13097,0,1,1,0,0,0,0
13098,0,1,1,1,0,0,1
13099,0,1,1,1,1,0,0
13100,0,1,0,0,0,1,0
13101,1,1,1,1,1,1,1
13102,1,1,1,1,1,1,1
13103,1,1,1,1,1,1,0
13104,1,0,1,1,0,0,0
13105,0,1,1,1,1,1,1
13106,1,1,1,1,1,1,1
13107,0,0,1,1,1,1,1
13108,0,1,0,1,0,1,0
13109,1,1,1,0,1,0,0
13110,1,1,0,0,0,0,1
13111,1,0,0,1,0,0,0
13112,1,0,0,0,1,1,0
13113,0,0,1,0,0,1,1
13114,0,0,1,1,1,1,1
13115,1,1,0,0,0,0,0
13116,1,0,0,0,0,0,0
13117,0,1,0,1,1,0,1
13118,0,0,0,0,0,1,0
13119,0,1,1,1,0,0,0
13120,0,0,0,1,1,0,0
13121,1,1,1,1,1,0,1
13122,1,1,1,1,0,0,1
13123,1,0,0,1,1,0,0
13124,1,0,0,1,1,0,0
13125,1,1,1,1,0,1,1
13126,0,1,1,0,1,1,0
13127,1,0,0,1,0,1,0
13128,0,1,0,1,0,1,1
13129,1,1,0,0,1,1,1
13130,1,1,1,1,1,0,0
13131,0,0,1,1,0,0,0
13132,0,1,0,1,0,0,0
13133,1,1,1,0,1,0,0
13134,0,0,0,0,0,1,1
13135,1,1,1,1,0,0,0
13136,1,1,1,0,1,1,1
13137,0,0,0,0,1,1,1
13138,1,1,1,1,1,1,1
13139,0,0,0,0,0,1,1
13140,0,1,0,1,0,0,1
13141,0,0,0,1,1,0,1
13142,0,1,0,1,0,1,0
13143,1,1,0,0,1,1,0
13144,0,0,1,0,1,0,0
13145,1,1,0,1,1,1,1
13146,0,1,1,1,1,1,1
13147,1,1,0,0,1,1,0
13148,0,1,1,1,1,0,1
13149,1,0,0,1,0,1,1
13150,1,0,0,0,1,1,0
13151,0,0,0,1,0,1,1
13152,0,1,1,1,0,0,0
13153,1,1,1,1,0,1,1
13154,1,0,1,1,1,1,1
13155,0,1,1,0,0,1,0
13156,1,1,0,1,1,1,1
13157,1,1,1,1,1,1,1
13158,1,1,0,1,0,0,1
13159,1,1,0,1,0,1,1
13160,1,0,0,1,0,0,0
13161,0,1,1,0,0,0,1
13162,0,0,1,0,0,0,1
13163,1,0,0,0,0,1,1
13164,1,1,1,1,1,1,0
13165,0,1,0,0,0,0,1
13166,1,0,1,1,1,0,1
13167,1,0,0,0,1,1,1
13168,1,0,1,1,1,1,1
13169,1,1,1,1,1,1,1
13170,1,1,1,0,1,0,0
13171,1,1,1,1,0,0,1
13172,0,1,0,0,1,0,1
13173,1,0,1,0,0,0,0
13174,1,0,0,0,1,0,1
13175,0,1,1,0,0,1,1
13176,0,1,0,0,0,0,1
13177,0,1,1,1,1,0,1
13178,0,1,0,0,1,0,0
13179,1,0,1,1,0,0,1
13180,1,0,0,1,0,1,1
13181,1,0,1,0,0,0,0
13182,1,1,0,0,1,0,0
13183,1,1,1,1,1,0,0
13184,1,1,0,1,1,1,1
13185,1,0,0,1,0,1,0
13186,1,0,1,1,1,0,1
13187,1,1,1,1,1,1,1
13188,1,1,0,0,1,0,0
13189,0,0,0,0,1,0,1
13190,1,1,1,1,1,1,1
13191,1,1,1,1,1,1,1
13192,1,0,1,1,1,0,0
13193,0,1,0,0,1,1,1
13194,0,1,1,0,1,1,1
13195,1,1,1,0,0,0,1
13196,0,0,0,1,0,1,1
13197,0,0,0,1,1,1,0
13198,1,0,0,1,1,0,1
13199,1,0,1,0,1,0,0
13200,1,1,1,1,1,1,1
13201,0,1,1,0,0,0,0
13202,0,0,1,1,1,1,0
13203,1,0,0,0,1,1,1
13204,0,1,1,0,1,1,0
13205,1,0,0,1,1,0,1
13206,0,0,0,0,0,0,1
13207,1,0,1,1,0,1,1
13208,1,0,0,0,1,0,1
13209,0,0,1,1,0,1,0
13210,0,1,0,1,0,0,1
13211,1,1,1,1,1,1,1
13212,0,1,1,1,1,0,1
13213,1,1,0,1,1,1,0
13214,1,0,0,1,1,1,0
13215,1,1,0,1,1,1,1
13216,1,1,1,1,1,0,1
13217,1,1,0,1,1,1,0
13218,1,1,1,1,0,1,1
13219,0,1,1,0,0,1,1
13220,1,0,1,1,0,1,0
13221,1,1,1,1,1,1,0
13222,0,0,0,1,0,0,0
13223,1,0,0,0,1,1,0
13224,1,1,1,1,1,1,0
13225,0,1,1,1,0,0,1
13226,1,0,0,1,1,1,0
13227,1,1,1,1,1,1,1
13228,1,0,1,0,1,1,1
13229,0,1,1,0,0,0,0
13230,1,1,0,1,0,1,0
13231,0,0,1,0,1,1,1
13232,0,0,1,0,1,0,0
13233,0,1,0,1,0,1,0
13234,1,0,0,0,1,0,1
13235,0,1,0,1,0,0,0
13236,0,1,0,0,1,0,0
13237,0,0,0,1,1,0,0
13238,1,1,0,0,0,1,0
13239,0,0,1,0,0,0,1
13240,0,0,1,0,0,0,1
13241,1,0,1,0,1,0,1
13242,1,0,1,1,0,1,0
13243,1,1,1,1,1,1,1
13244,1,0,0,0,1,0,0
13245,1,0,0,0,1,1,1
13246,1,1,1,1,1,1,1
13247,0,0,1,1,0,1,0
13248,0,1,1,0,0,0,0
13249,1,1,1,1,1,1,1
13250,1,1,1,1,1,1,1
13251,0,1,0,1,1,0,1
13252,0,1,0,1,0,0,1
13253,1,0,1,0,0,0,1
13254,0,0,1,0,1,0,0
13255,0,0,0,0,1,1,0
13256,0,0,0,1,0,0,1
13257,0,0,1,0,1,0,0
13258,1,0,1,1,1,0,0
13259,0,1,0,1,0,0,0
13260,0,0,0,0,0,1,1
13261,0,0,0,0,0,0,1
13262,0,1,1,0,0,1,0
13263,1,1,1,1,1,1,1
13264,1,1,1,0,1,0,1
13265,0,1,1,1,1,0,1
13266,1,1,1,0,1,1,1
13267,0,1,0,0,0,0,0
13268,0,1,1,1,1,0,0
13269,1,0,1,1,1,0,0
13270,1,0,0,0,0,0,0
13271,1,0,0,1,1,0,0
13272,1,1,1,1,0,1,0
13273,1,1,0,1,1,1,1
13274,1,1,1,1,0,1,1
13275,1,1,0,0,1,0,0
13276,0,1,1,0,0,0,1
13277,1,0,1,1,0,1,0
13278,0,1,1,0,1,0,0
13279,1,1,1,1,1,1,0
13280,1,1,1,1,1,1,1
13281,1,1,1,1,1,1,1
13282,1,1,1,0,0,0,0
13283,1,0,0,1,1,1,0
13284,1,0,1,1,1,1,0
13285,0,0,1,0,1,1,1
13286,0,0,1,1,1,0,0
13287,0,1,1,1,0,1,0
13288,0,1,0,1,0,1,0
13289,1,0,0,0,1,0,1
13290,0,1,0,0,1,1,1
13291,1,1,0,0,0,0,1
13292,1,0,0,0,1,0,0
13293,1,0,0,1,1,0,1
13294,1,0,1,0,1,1,1
13295,1,0,0,0,1,1,0
13296,1,1,0,1,0,1,1
13297,0,0,1,0,0,0,1
13298,1,1,1,1,1,1,1
13299,1,0,1,0,1,1,1
13300,0,0,1,1,0,1,0
13301,1,1,1,1,1,1,1
13302,1,0,1,1,1,1,0
13303,1,1,1,1,1,1,0
13304,1,0,1,0,0,1,1
13305,0,1,0,1,0,1,0
13306,1,0,0,1,1,0,0
13307,0,0,0,1,0,1,0
13308,1,0,1,1,1,0,1
13309,1,0,0,0,0,0,0
13310,0,0,0,1,1,0,0
13311,0,1,0,1,1,0,1
13312,1,1,1,1,1,1,1
13313,0,1,1,1,1,1,1
13314,1,1,0,0,1,1,0
13315,1,0,1,0,1,1,1
13316,0,1,1,1,0,1,0
13317,0,0,1,1,1,1,1
13318,1,0,1,1,0,1,1
13319,0,1,0,1,1,0,0
13320,1,1,0,0,1,1,0
13321,0,1,0,0,0,1,0
13322,0,0,1,1,1,1,0
13323,0,0,1,0,0,1,0
13324,1,0,1,0,0,0,0
13325,0,1,0,1,1,0,0
13326,1,0,1,1,1,1,1
13327,0,1,0,0,0,1,1
13328,0,1,0,0,1,0,0
13329,1,1,0,1,1,1,1
13330,1,0,1,0,0,1,1
13331,1,0,1,0,1,1,0
13332,0,1,0,0,1,1,1
13333,1,1,1,0,1,0,0
13334,1,1,0,0,0,1,0
13335,0,0,1,1,0,0,0
13336,0,1,0,1,1,0,0
13337,0,0,1,1,1,1,1
13338,0,1,1,1,1,1,1
13339,0,1,1,1,0,1,1
13340,1,0,0,0,1,1,1
13341,1,0,0,0,0,1,1
13342,1,0,0,1,1,1,0
13343,1,1,1,1,1,1,1
13344,0,1,0,1,1,1,1
13345,1,1,0,0,0,0,1
13346,0,0,0,1,0,0,0
13347,1,1,0,1,1,1,1
13348,1,1,0,1,1,1,0
13349,1,0,0,0,0,0,0
13350,0,0,1,1,1,0,1
13351,0,0,0,1,0,1,1
13352,1,0,1,0,1,1,0
13353,0,0,1,1,0,0,1
13354,1,1,0,0,0,1,0
13355,0,1,0,1,0,0,1
13356,0,0,0,1,0,1,0
13357,1,1,1,1,0,1,1
13358,1,1,0,0,0,1,1
13359,1,1,0,0,1,1,1
13360,1,1,1,1,0,1,1
13361,1,1,1,1,1,1,1
13362,0,0,0,0,0,0,1
13363,0,1,1,1,0,1,0
13364,1,1,0,1,0,1,0
13365,1,0,0,0,1,1,1
13366,1,1,1,0,0,0,0
13367,1,0,1,1,1,1,0
13368,1,1,1,0,1,1,1
13369,1,1,1,1,1,1,1
